embedding_x,embedding_y
21.896315,15.801171
14.918123,8.010225
-3.9196599,16.983496
14.980455,7.7035475
18.108852,12.214167
11.478963,9.491203
11.269418,9.01313
17.149084,-1.2582994
21.935143,15.837049
21.994854,15.905661
18.106514,15.726505
-1.071502,-5.6264343
11.128997,9.657152
21.706009,12.804647
18.702625,10.870386
21.632948,13.020197
16.866243,-1.0013578
14.387965,14.260098
18.583746,14.06102
18.297096,13.013784
-4.2836776,16.606186
13.219624,11.401023
21.924835,12.5700655
6.6498356,-9.621924
10.376035,-16.491583
21.936447,15.837784
15.889336,23.931921
18.115793,14.087763
-4.5313444,5.654312
13.665548,14.088909
-5.4616294,-0.050670642
17.900724,14.1471615
13.03024,9.675037
21.518398,15.313882
16.012077,24.027632
21.573471,13.40692
14.6565075,10.515892
18.612593,15.106853
21.920061,15.828936
22.00724,13.994885
14.961631,7.9862022
18.838354,13.941334
20.509775,13.736361
18.115118,15.684101
21.96945,13.865955
27.242264,4.195615
22.796806,13.503441
21.789997,13.56246
20.598011,14.90674
13.866291,10.951262
22.66236,13.588685
8.984866,20.914473
20.099625,13.83687
10.961014,18.61547
21.453192,15.201003
-0.30008766,6.392853
5.3290896,6.8286934
7.917857,13.686499
13.632985,11.896498
22.477518,13.721164
15.846869,23.905859
-10.908772,11.375916
16.022083,24.017784
11.258319,9.640439
13.065827,8.175613
8.688181,-2.6002378
18.03627,14.056951
21.66493,12.854048
9.07017,20.910355
18.229647,14.073456
5.8221025,-10.000344
20.132595,13.854503
17.683487,15.64892
2.908308,13.427857
26.404345,9.79173
8.915461,14.782477
20.345644,14.447912
22.72119,13.5821495
11.185852,10.208269
11.275808,9.055262
15.236121,-2.7175791
-0.6193302,0.753562
22.214367,13.629482
16.671705,-2.147719
19.475409,13.835493
18.159143,14.068083
-3.2007234,19.552515
21.6191,12.933469
9.067135,20.935549
22.024271,13.971294
-3.7145734,18.594748
12.953342,10.844887
14.456928,10.803826
9.563564,13.67062
20.303228,13.794456
21.13799,15.101361
14.406542,7.890153
19.587843,15.168685
5.8346767,-9.999103
14.049796,14.119418
-2.1529543,3.9422534
8.893675,20.879309
17.870882,15.233347
8.540471,-10.923709
9.08034,20.9351
12.604062,8.143034
20.569145,14.722187
-2.1487963,3.938423
0.28979042,0.6382526
11.446611,0.30039784
27.238937,4.1921
21.472637,15.201607
10.293907,-16.572409
22.592619,13.637124
9.55359,13.667017
22.407438,13.130141
-0.87141556,1.100833
14.536855,10.771761
13.433018,11.138856
-10.123652,12.691775
-10.134496,12.662941
5.8113103,-0.10596181
-2.3415456,4.1282945
18.642649,14.075275
-2.151931,3.9409213
-4.5407696,5.646355
13.813637,11.62732
5.779745,1.1957557
15.837196,-2.798888
21.47168,15.127811
13.0659,8.18022
5.8887386,-8.680476
11.451884,8.873519
18.494976,13.121393
7.2690845,-10.064685
-3.800322,18.721874
5.4258604,19.643133
21.132494,15.088161
9.095165,13.448497
14.5249,10.542862
18.456396,15.306724
-9.744499,12.376831
18.646458,14.056154
14.757089,7.571777
-2.1517696,3.9411194
18.937807,11.120889
21.433481,14.979866
21.639767,12.88854
1.0173885,12.775513
12.978308,10.926358
16.311516,-3.2894962
8.854684,20.843834
12.057729,9.181173
9.09829,14.615178
12.45848,8.103759
18.24606,14.051316
6.660965,-9.646365
22.591345,13.596216
8.203472,21.334175
18.478542,15.296032
18.73399,12.181717
9.562547,13.666774
10.375877,-16.491657
19.568573,13.845806
21.659163,12.857273
16.312077,-1.4160721
14.662487,10.604817
14.32055,7.97756
7.96089,14.458678
20.567833,14.748452
16.438522,-1.2952827
-2.2103786,3.999608
-10.669435,12.083315
5.394628,-7.1010904
18.090387,15.708362
16.537113,-3.0729055
15.999811,23.811825
18.672607,10.840006
13.111712,8.159365
9.586751,13.685443
15.475932,-2.5250902
15.865602,23.928911
18.066916,12.269477
16.37203,-3.2262099
22.557491,13.67107
-2.9051766,19.535213
16.563232,23.472626
-2.1986296,3.9878445
-6.412979,-0.39984742
21.970802,13.837673
-4.504889,17.570827
21.912819,15.818677
9.337868,13.722446
16.188772,23.956886
5.8882713,-9.936236
5.317895,-8.80644
22.013014,13.956193
17.811,12.199279
22.780245,13.553895
10.995122,8.924017
17.507065,-0.6506357
-9.090132,12.409016
15.021974,7.233386
19.15509,14.099575
18.298813,13.025201
-8.91949,12.281222
21.413122,15.035275
0.09407561,0.63598794
10.967896,18.606874
14.852327,7.8257337
14.938216,7.391447
13.204418,11.405327
15.613987,23.921
21.635271,13.116505
12.970238,10.906153
11.296069,9.587622
13.06485,8.187707
14.944503,7.5448966
21.53991,15.339482
17.94217,12.387868
22.784445,13.54233
-2.6923957,19.398066
10.371708,-16.496075
11.947231,8.175977
-2.356099,4.1433167
10.667307,5.8874764
12.538135,8.0866995
10.375902,-16.49507
15.002226,7.865598
-0.8788145,1.1018922
9.187238,13.284155
9.354419,13.674292
-2.1479647,3.937394
10.375412,-16.492432
14.999871,7.4728527
-3.2464314,19.465418
0.85991025,22.183056
-2.3562326,4.1433516
22.577023,13.606058
14.371729,14.255745
12.621704,15.848024
14.372027,14.257376
14.356576,14.254612
17.663155,15.630614
11.11155,9.00513
9.047394,20.951956
10.371733,-16.49597
-2.2046723,12.074837
-6.3656464,0.18092756
-4.375211,16.721455
27.238712,4.191993
16.602486,-2.999944
22.100925,12.703861
18.696545,10.866111
20.10455,-11.565696
-10.089543,12.74327
21.004318,15.034676
18.378092,13.034172
21.137571,14.979865
19.603136,15.189174
17.952454,12.407235
20.179588,-11.655294
5.6839967,-8.799246
21.526585,15.321806
20.740013,14.901383
8.582252,-2.5372684
19.549564,15.18205
7.047118,-11.52855
8.950807,14.735819
-9.715312,11.979975
14.196107,14.159024
18.709797,12.183286
18.227716,14.106487
8.091129,13.77447
13.762543,0.3232745
9.595956,13.6919
18.290531,13.013761
21.08593,15.023317
8.09178,13.925295
21.688879,15.495143
18.947704,15.799079
19.566067,13.899432
-2.6806962,19.370504
17.920383,12.422781
15.098559,-5.690109
27.263218,4.216244
22.23273,13.747647
2.907595,13.428509
22.64853,13.581478
21.997498,13.923742
13.081784,8.185618
9.284815,13.829601
18.077919,15.712526
16.333931,-3.2776275
11.57044,9.360784
27.170124,4.123776
17.881014,14.158882
7.757107,-10.940886
-0.9487511,0.8289883
16.221415,-1.3094337
17.99146,15.45126
15.36097,-2.6174536
19.51887,15.069703
14.564515,10.495512
15.214161,-2.6959178
18.015337,12.622368
7.0216837,-11.714909
19.369558,15.804981
0.8403758,22.202517
15.382706,23.930044
12.68243,-12.958201
10.945244,-4.2327642
9.061677,20.953346
19.045835,15.710541
-6.33008,-0.30538937
17.96551,15.381655
22.608936,13.622001
21.435787,15.077252
10.207628,9.913749
15.406296,23.935814
6.666899,-9.669957
10.731533,8.880834
20.17109,-11.645034
8.932919,-11.083998
14.678786,10.555476
14.903663,7.981634
18.320522,13.080101
11.869044,-3.9579604
5.9226456,-9.934323
7.399146,-12.329558
15.279167,-2.6625092
5.839688,-9.995504
12.956086,10.886946
8.580843,-2.5358176
21.128431,15.06494
13.765032,-5.0477705
9.103086,13.070068
13.339428,0.03145257
7.975616,14.458141
9.041264,-11.160193
20.099209,13.830596
8.943728,14.7541685
14.681682,10.584216
19.58295,15.175375
18.208534,12.908173
13.628119,11.922219
15.785727,-2.5343885
8.59172,-2.5414736
16.030235,24.033377
14.491071,10.821572
13.844784,11.5314665
21.495672,15.267793
18.607758,14.000491
17.876959,14.174143
21.469631,14.883456
6.668917,-9.6866865
20.573286,14.799775
4.051238,2.200881
18.301558,13.015542
-0.3516611,-10.723906
-1.0194675,-5.5726805
5.4378586,19.631222
16.371723,-1.3352284
-2.927449,19.036606
-6.048583,0.19740441
13.619942,11.920253
9.131047,-11.238111
13.323836,-0.010478433
7.065837,-11.489615
10.713105,5.9280095
16.410053,-3.220907
0.271909,6.004374
5.7204847,-8.758549
12.624006,15.843483
7.3943033,-12.405808
10.459441,9.993147
12.655084,-12.980704
20.058794,-11.511544
7.0297456,-11.707813
21.514376,15.307532
20.403696,14.540095
6.102661,-9.09852
20.38018,-11.936578
16.49526,23.29102
18.68472,12.111716
9.131012,13.14809
13.200147,10.808583
-0.35450125,-10.726588
8.285824,16.367016
7.399622,-12.378991
22.552101,13.671385
7.289112,-12.201497
18.149216,12.8294935
19.423655,13.839599
16.611546,-1.3451858
16.363914,-1.4344852
-10.744786,11.582591
17.219593,-0.68761563
0.25726336,6.0171914
7.375225,-12.311261
14.497739,10.947334
-6.4153466,-0.3897686
9.276172,13.822292
12.659132,-12.978346
17.362509,-0.9285807
16.337652,-3.286751
-6.4121575,-0.3854367
-3.4401734,18.649717
17.715601,14.993571
5.4364924,19.632807
13.90232,11.463684
-6.052894,0.22190055
18.106642,14.096186
17.968136,15.390136
17.889608,14.149654
18.173996,15.600131
16.695196,23.067574
16.897808,-0.9430954
20.04999,-11.503151
17.517487,-0.6100527
16.695797,23.044796
14.346095,14.249403
14.35811,14.256237
6.1050873,-9.1075945
14.35497,14.253323
-6.340209,0.19556329
12.668337,8.232999
21.157833,14.977112
8.703308,21.032578
20.307806,13.790788
21.491787,15.278052
21.493547,15.244875
8.23265,21.317825
20.699646,14.765469
22.064617,12.680343
18.101915,15.746773
7.692135,-10.840253
9.105317,14.617816
18.481499,13.133399
3.7545536,2.4784737
-9.060381,12.389773
20.381035,-11.939488
11.860275,8.220542
20.451214,14.851326
9.087571,14.627844
10.979375,18.599304
-3.2697864,19.50815
3.1687827,7.52851
16.507181,23.280363
-10.678612,12.071893
16.356201,-1.3945194
-0.36889943,6.46413
24.911024,3.5997055
8.207413,21.329865
18.960766,15.793873
13.913798,10.352359
9.58937,13.706167
20.7264,14.884501
24.88142,3.5700479
17.704437,14.986482
-10.592194,11.347854
-2.3027382,12.175369
2.9196548,13.43549
19.004364,15.73681
-9.075732,12.403277
21.085308,15.046902
21.675375,12.858752
22.544844,13.680205
14.371772,14.249679
12.655216,-12.980417
18.723665,12.22423
14.747849,7.5526643
10.48996,-4.550493
14.525535,10.775099
12.665074,8.404229
8.591821,-10.943359
8.433094,16.498247
2.953264,7.256198
21.508081,15.299157
22.33419,13.764582
26.435549,9.863567
-1.1124809,-5.6681814
13.071788,8.198344
19.559666,15.192903
13.074745,8.433405
7.935021,13.764543
12.218958,9.10599
5.8337355,-10.000301
12.976506,10.8969345
13.916866,10.217132
9.670234,8.983988
21.478796,15.230329
8.058223,21.427755
14.482747,10.877055
22.779562,13.514227
21.678694,12.933885
-4.5552526,5.6280513
2.959213,7.265679
12.957885,10.844834
11.882106,-3.976139
-4.5617323,5.6249022
22.085846,13.621818
10.652193,5.8713946
8.569447,-10.936359
15.38688,23.931746
22.013067,13.891157
5.889034,-8.635198
12.638076,-12.994774
9.345189,13.733626
22.039602,12.616761
22.093328,13.64429
-3.8318014,17.095907
10.577735,-4.452329
7.3202686,-12.234421
9.571186,13.664117
20.134882,13.853085
21.971087,12.535723
18.128485,12.221119
11.405901,8.88559
14.899656,7.4638877
19.321646,15.816287
7.3593884,-12.275353
-10.613425,11.327165
13.079802,8.194017
22.72284,13.542122
10.586006,-4.447854
21.644928,13.031019
8.076988,21.417507
17.982815,15.463669
12.543106,8.085513
0.9415001,13.011872
9.10381,13.075767
22.34641,13.63901
16.42032,23.87588
10.50003,-4.5459185
19.563654,15.180893
14.976824,7.8328047
20.027739,-11.476179
14.067934,10.1271925
-0.3253508,6.4202127
13.20783,11.4197855
5.8660607,-9.957305
21.441898,15.1081705
10.492318,-4.545557
16.314726,-3.2835014
6.635451,-9.609357
-6.0254526,0.20181659
19.523985,13.890338
16.647568,23.005804
-0.3029914,0.71442723
12.648732,-12.984981
-1.0254045,-5.577253
-6.270575,-0.17059568
-6.3161135,0.27342114
14.960896,8.000265
18.625422,14.041467
-5.8968587,4.2755375
18.8474,15.807973
7.9746723,14.37186
20.389462,-11.9533615
16.946508,-0.8712821
-6.1927004,-0.18049397
11.87504,-3.9707139
20.146133,13.865522
10.758716,16.995146
8.890556,14.816451
-9.075121,12.400921
-4.554557,5.6333723
20.467276,14.8892
13.620622,11.907068
8.001188,14.096348
14.812657,7.679992
-5.442375,-0.07930829
19.365828,15.802353
11.983602,9.1226225
21.929483,15.837779
-0.06056286,6.1789308
21.410162,14.98809
14.914592,7.9908648
16.017736,24.000248
19.586405,15.13118
8.091891,13.804212
12.942817,9.85658
13.774117,10.471097
15.856019,-2.847903
-9.093883,12.377343
20.384224,-11.945547
6.249694,-8.70274
21.867462,13.65886
21.986492,13.854607
14.365903,14.254637
14.147553,11.249552
0.91332906,12.9619
2.85998,13.421284
12.621495,15.84612
2.940124,7.2322373
20.388796,-11.953767
17.225924,-0.6494146
9.492622,13.680714
19.394756,15.036469
17.93087,12.356639
-10.082762,12.718359
-3.9396298,16.907999
16.019817,23.790697
16.325045,-3.2901945
-0.58709425,0.7340291
18.713257,12.165469
-0.35890985,6.4533606
14.635253,10.547629
14.466694,10.7921
5.8332715,-9.999599
11.885142,-3.9751499
21.21101,14.949577
19.58549,15.17342
12.913389,8.403731
7.530925,-10.611002
27.190212,4.143767
9.018887,-11.140202
-10.433358,12.397139
24.909128,3.597691
-3.786441,18.695885
20.38424,-11.95112
15.4714155,-2.5222602
-3.8866858,16.950645
-4.2966437,16.584332
2.860503,10.774755
8.589323,-2.5409021
12.98139,10.880364
11.330506,9.547912
8.113423,14.193165
11.760357,9.292725
-0.60460025,0.75143754
17.425705,-0.9516712
13.200145,10.796091
9.078883,20.934355
12.641079,-12.988422
-10.674334,12.047679
19.520735,15.225451
20.379576,-11.945129
21.916815,13.717911
17.702969,14.943082
16.162876,3.6600635
10.761501,16.997131
19.324486,15.543486
15.1053095,-5.687059
-5.9862084,3.896277
13.78435,0.341162
-0.9186816,0.80975014
13.77654,0.3306479
18.681345,14.02551
20.47433,-12.098937
18.14513,15.714092
17.805075,12.200898
27.17676,4.1302705
-4.5136223,17.47562
-3.79918,18.696856
21.911821,15.812972
-3.2467868,19.53659
11.369831,8.994331
19.106077,13.993751
9.191648,13.331712
27.224377,4.177898
11.979976,9.113264
13.812184,10.403439
18.102772,14.114553
6.593143,-9.5742035
21.65743,12.885831
12.817647,8.332106
18.633669,14.091233
-4.3709726,16.697895
14.912362,7.4326444
13.598415,11.908477
-7.182533,0.9089559
14.145114,11.246518
20.024958,-11.477472
18.32128,15.39653
18.141657,12.82201
11.873954,-3.9650984
10.978551,18.600355
14.973681,7.9366217
8.942206,13.457435
19.376234,15.813819
14.960744,7.965319
18.158228,15.691295
17.986908,14.7955675
-4.5377865,5.651189
17.2746,-0.64449203
20.48893,-12.114838
20.5417,14.817405
14.973604,18.923008
5.4215417,-8.789818
15.103793,-5.6869826
10.961539,18.613207
14.952904,18.946365
19.30877,15.619449
14.9122505,8.018993
20.449394,14.8591385
18.254002,14.06697
-10.582499,12.254019
-5.5688076,0.0751543
21.894186,15.796897
12.379942,8.092114
8.048539,14.229585
-8.946561,12.310214
-3.851124,16.984911
6.667789,-9.677025
-6.3162374,0.27522618
18.133768,15.414137
17.114672,-1.286809
-0.5780041,0.7471329
-10.482313,12.391795
12.627187,-12.995713
12.972548,10.825676
21.72742,13.495231
16.484539,23.306578
21.93822,15.852345
13.757686,10.5345545
10.973376,18.602165
13.772171,0.32867643
14.383473,11.018334
22.009243,13.96852
-10.680439,12.070359
18.032415,12.323424
21.535664,14.820559
8.626244,-10.948979
12.696786,8.312043
15.1062565,-5.6879826
11.891399,-3.978709
-0.3937122,6.500989
16.907787,-0.9252724
15.104921,-5.6876435
10.328887,9.993618
13.299564,-0.0025687215
21.95385,12.544483
-10.418398,12.440376
21.806479,12.347399
22.107313,12.677105
8.859635,20.859577
20.471375,-12.100896
19.594517,15.132633
20.164999,13.846248
12.625561,-12.995343
21.802282,12.376316
21.96246,12.451794
13.401696,8.274572
10.499619,-4.4993277
-7.195441,0.9220741
-0.92889565,0.8187929
18.514664,13.436447
19.134033,11.28553
-0.6104744,0.73984605
22.646032,13.571435
17.938452,12.341335
-6.0009,0.19332965
10.457658,-4.562447
15.080314,-5.6891794
20.014362,-11.467388
13.293528,-0.0057553877
20.554174,-12.222494
13.28183,10.723975
16.504305,23.748013
21.889563,15.798721
19.292488,11.425051
13.77043,0.32730713
-10.207569,12.556038
15.793261,-2.7412333
20.617895,-12.301052
8.70291,13.51339
-4.1053634,17.327991
8.610121,-10.929031
16.404451,-1.3306922
-10.891639,11.6468
-10.074389,12.747793
19.303026,11.421807
0.35786405,0.7495773
9.168843,13.267851
14.517645,7.9358315
26.432007,9.816891
20.6025,-12.285584
1.007323,12.779756
15.12209,-5.681057
10.50806,-4.4839797
-6.353076,0.2311931
20.58957,-12.271818
20.59526,-12.277778
21.521572,13.441173
20.610224,-12.296311
27.173485,4.126824
18.185547,15.653753
14.1748495,14.206418
20.633091,-12.319653
20.613426,-12.299303
20.621872,-12.307378
0.8949149,22.147583
14.142708,14.182743
0.24614418,6.0225706
8.994874,-11.121753
7.3988423,-12.391949
0.92152506,12.99736
20.613783,-12.300772
-4.302944,16.59343
-2.1708632,12.041162
20.62404,-12.314758
2.8595781,13.41032
12.624366,15.847516
14.14725,14.1886635
14.378738,10.293447
12.629325,15.834023
4.65658,13.01519
2.9559011,7.2876883
5.329021,6.828479
3.5666716,2.7599015
2.8765037,10.788892
20.25769,7.9843764
-6.2994328,0.34784213
13.298092,-0.0010829163
10.45789,-4.5664654
9.320255,8.869151
20.61599,-12.30291
-5.4277654,-0.07126338
13.77,0.32553273
20.613237,-12.299236
20.619385,-12.305206
26.889791,10.344469
17.836346,12.211475
7.40314,-8.889956
18.481424,15.438637
12.580677,-13.01987
15.139442,-5.6652203
18.487986,14.068019
-6.0977345,-0.18497622
24.909067,3.5982013
19.994255,-11.45159
14.0354,10.263943
19.485584,-12.006602
7.2727375,-12.19401
10.489573,-4.4727197
7.862512,-10.96968
10.529961,-4.481225
15.130864,-5.6787095
0.98288584,13.024667
14.621633,10.551431
22.04497,12.664699
0.85047436,22.192501
19.961864,-11.419891
-6.351767,0.2542392
19.972773,-11.431167
19.483423,-12.008883
13.2910795,-0.0036701367
-2.1746316,12.045077
12.564796,-13.028468
15.99342,23.997652
18.083113,15.670561
13.275215,-0.013590445
18.38547,13.045629
18.617756,15.22975
8.072542,21.414886
-2.8271909,19.51073
19.584143,15.138441
-0.2702499,6.371079
12.244143,9.268135
5.775685,-8.088117
9.577772,13.691116
10.791225,8.851686
12.824351,8.274088
-3.7864337,18.69747
27.253958,4.2074814
19.489637,-12.000869
18.522467,14.078684
19.486948,-12.001039
15.795538,-2.7152774
19.276266,11.414376
5.6676893,-8.710652
-0.8070716,0.7833473
0.3642497,0.74683887
7.1041403,-7.5753436
9.090926,-11.213277
10.423378,-4.578752
9.124079,14.605051
19.972023,-11.425605
7.9664607,14.143307
19.48888,-12.003523
14.211204,10.145494
26.899998,10.361032
19.502737,15.238959
16.508112,23.272974
14.023879,14.13787
26.429508,9.812091
18.343311,15.3534
-10.876359,11.394252
21.931337,15.839257
18.933151,15.809672
9.545112,13.645572
22.69034,13.565551
-10.662229,11.282845
19.060581,11.244946
14.234424,10.691439
8.011458,-2.4916883
22.769876,13.547355
-3.2420464,19.508425
8.759357,20.903606
8.24755,14.294167
11.18393,10.550379
1.6722591,13.189222
17.233713,-1.0597941
-3.7100115,18.602268
13.313498,10.686497
12.95529,10.825434
18.064062,14.094075
19.49783,-11.995256
0.36363748,0.7577154
4.88761,6.95484
-4.494226,17.41549
5.7311034,-8.739576
0.2762857,0.6193342
-3.869558,16.99018
10.557984,10.024234
5.920654,-9.873319
8.460499,21.161951
7.4844146,-10.5065155
18.948553,15.799823
-2.1733298,12.043849
5.6761436,-8.770556
-1.0760623,-5.631356
5.860406,-9.956314
19.286997,15.850079
8.722682,20.936146
8.610665,21.057827
13.61067,11.8974905
19.069376,11.319072
12.565356,-13.019478
19.495377,-11.991654
10.674129,5.893458
13.771615,0.32456127
12.751067,8.200779
-0.5876909,0.7491132
18.084618,15.664965
19.494188,-11.991596
19.954844,-11.417789
16.742636,23.062746
13.634401,11.904248
16.016447,23.746557
15.810254,-2.674813
-3.0041296,19.006542
17.913727,12.3555765
8.393046,13.525841
20.193474,13.8809
-1.092374,-5.649289
7.3790545,-12.347252
13.23735,8.266985
11.928013,-4.0173817
18.102686,15.669237
15.965636,-3.0284727
12.066815,9.145011
-0.028630603,6.1659694
9.310497,13.710852
22.752903,13.544957
-2.7156944,19.285534
12.930058,9.859754
8.566401,-2.5380342
21.596786,13.066078
15.778477,23.83834
18.85973,11.033555
22.012121,12.612519
16.83362,-1.0270104
16.927094,-0.8942755
9.179006,13.292472
-1.0690081,-5.6258235
14.967484,7.8308926
21.44757,15.161283
-6.2999997,0.2800648
14.919984,7.9831305
10.977932,18.600842
-10.909775,11.376654
5.8264465,-8.964584
-2.6558201,19.334902
16.686216,-2.0411112
11.397611,8.990561
18.71507,14.011611
8.493803,21.134754
18.250666,15.595764
19.289705,11.425965
15.142751,-5.673918
12.516569,-13.037271
7.749901,-11.02097
-8.919354,12.286217
24.915514,3.604162
7.25314,-12.161664
11.072227,-3.7317655
6.6626115,-9.634169
12.520669,-13.035061
-6.0146184,0.1927808
13.652267,10.548926
5.760309,-8.083999
6.4882507,-3.059811
6.6682806,-9.647639
21.629383,12.878852
19.524931,15.21117
10.043258,10.20256
7.1182184,-7.566178
18.464668,15.3114
21.937555,15.850692
13.889551,11.464243
8.060299,21.427784
-8.962857,12.304869
0.842671,22.199648
10.960545,18.614483
-6.3435545,0.23844653
-9.060947,12.33195
11.170845,10.566358
19.492773,-11.989803
16.307133,-3.2849271
19.48969,-11.989633
17.894348,14.15564
8.99073,20.883408
15.232594,-2.687425
21.91601,12.510636
10.97716,18.600882
19.873642,-11.328985
9.173982,13.272567
8.037124,14.233568
0.22651912,6.034159
16.546421,-1.2561663
18.441563,15.337419
16.35579,23.822487
8.203866,21.333128
5.44519,19.6257
12.493873,-13.045567
17.848867,12.177541
19.890148,-11.345537
18.542362,15.25799
2.7704978,13.399589
8.057168,21.409786
15.855664,23.945429
11.819523,-3.8430269
17.471407,-0.7778587
10.7151785,5.9297237
27.23859,4.191924
-2.2931528,12.165806
8.572681,21.080969
7.7855077,-8.797714
0.3627399,0.7573067
17.428013,-0.9448292
5.8956876,-9.908474
17.995583,15.443032
5.716028,-8.782809
11.935403,-4.023494
-1.0951518,-5.651827
8.112473,13.794761
8.097257,13.86455
18.640633,-11.907288
7.96,14.511033
18.652098,15.687468
8.392556,21.205753
9.528362,13.691921
18.639536,-11.907964
16.505352,-1.2732224
8.937015,14.752489
13.766949,0.31519192
5.31311,6.8387713
17.528475,-0.60957986
